Old typology,New typology
F055. Configuración insegura del servicio - Keystore,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - keystore,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - KMS key rotation,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - LaunchMode,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - LDAP,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - LFI,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Listado de directorios,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Llave de Cifrado,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Llave de cifrado débil,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Llave de cifrado en librerías,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Llave estática,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Llaves,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Llaves privadas,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Local File Inclusion,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Manipulación de recursos,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Memcached,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Method interchangeability,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Nexus,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - OTP,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - p7s,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - permisos,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Point In Time Recovery,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Protección CSRF,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Protocolos Security Groups,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Public access,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Puertos abiertos,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Rate Limit,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - RDP RC4 habilitado,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Recovery contraseña,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Recuperación de contraseña,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Redirection loop,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - ReDos,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Reemplazo de documentos,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Repositorio de código público,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Request Validation,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Reverse Tabnabbing,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - roles,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Rotación de clave KMS,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Salt estático,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - SAXParser,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - SAXReader,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Secretos y llaves sin rotación,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Secure boot deshabilitado,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - SecurityProtocolType,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Serializable,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - sessionStorage,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - SharePoint,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Signature,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Token JWT,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Tráfico al exterior sin restricción,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Trafico saliente,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Tráfico saliente Security Groups,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Tráfico saliente Security Groups AWS:EC2,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Tráfico saliente Security Groups.,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Transferencias,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Unconstrained Delegation,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Validación de certificados,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Validación de certificados - Código Fuente,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Visor interactivo,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - VPC,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - WebPack,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - Webpack,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - x QR,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - x QRfadsfdsa,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - x QRXXX,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - X-Forwarded-Host,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - X-Frame-Options,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - XMLParsers,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio - xxx QR,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio -CORS,134. Insecure or unset HTTP headers - CORS
F055. Configuración insegura del servicio -Request Validation,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio- SSH,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio: App Transport Security (ATS),055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio: AuthTokenService,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio: Código asesoría,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio: DB,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio: Envío de Token Nueva App,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio: Keystore,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio: LFI,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio: Listado de Directorios,055. Insecure service configuration - ADB Backups
F055. Configuración insegura del servicio: Llave de cifrado en librerías,055. Insecure service configuration - ADB Backups
